ATC code,Name,DDD,U,Adm.R,Note
N05CA07,talbutal,0.1,g,O,
N05CA08,vinylbital,0.15,g,O,
N05CA09,vinbarbital,0.1,g,O,
N05CA10,cyclobarbital,0.2,g,O,
N05CA11,heptabarbital,0.2,g,O,
N05CA12,reposal,0.2,g,O,
N05CA15,methohexital,,,,
N05CA16,hexobarbital,0.25,g,O,
N05CA19,thiopental,,,,
N05CA20,etallobarbital,,,,
N05CA21,allobarbital,,,,
N05CA22,proxibarbal,,,,
N05CB01,combinations of barbiturates,,,,
N05CB02,barbiturates in combination with other drugs,,,,
N05CC01,chloral hydrate,1,g,O,
N05CC01,chloral hydrate,1,g,R,
N05CC02,chloralodol,1.6,g,O,
N05CC03,acetylglycinamide chloral hydrate,1.7,g,O,
N05CC04,dichloralphenazone,1.3,g,O,
N05CC05,paraldehyde,5,g,O,
N05CC05,paraldehyde,5,g,P,
N05CC05,paraldehyde,5,g,R,
N05CD01,flurazepam,30,mg,O,
N05CD02,nitrazepam,5,mg,O,
N05CD03,flunitrazepam,1,mg,O,
N05CD03,flunitrazepam,1,mg,P,
N05CD04,estazolam,3,mg,O,
N05CD05,triazolam,0.25,mg,O,
N05CD05,triazolam,0.2,mg,SL,
N05CD06,lormetazepam,1,mg,O,
N05CD07,temazepam,20,mg,O,
N05CD08,midazolam,5,mg,N,
N05CD08,midazolam,15,mg,O,
N05CD08,midazolam,15,mg,P,
N05CD08,midazolam,10,mg,SL,
N05CD09,brotizolam,0.25,mg,O,
N05CD10,quazepam,15,mg,O,
N05CD11,loprazolam,1,mg,O,
N05CD12,doxefazepam,,,,
N05CD13,cinolazepam,,,,
N05CD14,remimazolam,,,,
N05CD15,nimetazepam,,,,
N05CE01,glutethimide,0.25,g,O,
N05CE02,methyprylon,0.2,g,O,
N05CE03,pyrithyldione,0.2,g,O,
N05CF01,zopiclone,7.5,mg,O,
N05CF02,zolpidem,10,mg,O,
N05CF03,zaleplon,10,mg,O,
N05CF04,eszopiclone,,,,
N05CH01,melatonin,2,mg,O,
N05CH02,ramelteon,,,,
N05CH03,tasimelteon,,,,
N05CM01,methaqualone,0.2,g,O,
N05CM02,clomethiazole,1.5,g,O,
N05CM02,clomethiazole,1.5,g,P,
N05CM03,bromisoval,0.6,g,O,
N05CM04,carbromal,1,g,O,
N05CM05,scopolamine,0.9,mg,O,
N05CM05,scopolamine,0.9,mg,P,
N05CM06,propiomazine,25,mg,O,
N05CM07,triclofos,1,g,O,
N05CM08,ethchlorvynol,0.5,g,O,
N05CM09,Valerianae radix,,,,
N05CM10,hexapropymate,0.4,g,O,
N05CM11,bromides,,,,
N05CM12,apronal,0.25,g,O,
N05CM13,valnoctamide,0.6,g,O,
N05CM15,methylpentynol,,,,
N05CM16,niaprazine,,,,
N05CM18,dexmedetomidine,1,mg,P,
N05CM19,suvorexant,,,,
N05CX01,"meprobamate, combinations",,,,
N05CX02,"methaqualone, combinations",,,,
N05CX03,"methylpentynol, combinations",,,,
N05CX04,"clomethiazole, combinations",,,,
N05CX05,"emepronium, combinations",,,,
N05CX06,"dipiperonylaminoethanol, combinations",,,,
N06AA01,desipramine,0.1,g,O,
N06AA02,imipramine,0.1,g,O,
N06AA02,imipramine,0.1,g,P,
N06AA03,imipramine oxide,0.1,g,O,
N06AA04,clomipramine,0.1,g,O,
N06AA04,clomipramine,0.1,g,P,
N06AA05,opipramol,0.15,g,O,
N06AA06,trimipramine,0.15,g,O,
N06AA06,trimipramine,0.15,g,P,
N06AA07,lofepramine,0.105,g,O,
N06AA08,dibenzepin,0.3,g,O,
N06AA09,amitriptyline,75,mg,O,
N06AA09,amitriptyline,75,mg,P,
N06AA10,nortriptyline,75,mg,O,
N06AA10,nortriptyline,30,mg,P,
N06AA11,protriptyline,30,mg,O,
N06AA12,doxepin,0.1,g,O,
N06AA12,doxepin,0.1,g,P,
N06AA13,iprindole,90,mg,O,
N06AA14,melitracen,75,mg,O,
N06AA14,melitracen,75,mg,P,
N06AA15,butriptyline,75,mg,O,
N06AA16,dosulepin,0.15,g,O,
N06AA17,amoxapine,0.15,g,O,
N06AA18,dimetacrine,0.15,g,O,
N06AA19,amineptine,,,,
N06AA21,maprotiline,0.1,g,O,
N06AA21,maprotiline,0.1,g,P,
N06AA23,quinupramine,,,,
N06AB02,zimeldine,0.2,g,O,
N06AB03,fluoxetine,20,mg,O,
N06AB04,citalopram,20,mg,O,
N06AB04,citalopram,20,mg,P,
N06AB05,paroxetine,20,mg,O,
N06AB06,sertraline,50,mg,O,
N06AB07,alaproclate,,,,
N06AB08,fluvoxamine,0.1,g,O,
N06AB09,etoperidone,,,,
N06AB10,escitalopram,10,mg,O,
N06AF01,isocarboxazid,15,mg,O,
N06AF02,nialamide,0.1,g,O,
N06AF03,phenelzine,60,mg,O,
N06AF04,tranylcypromine,10,mg,O,
N06AF05,iproniazide,,,,
N06AF06,iproclozide,,,,
N06AG02,moclobemide,0.3,g,O,
N06AG03,toloxatone,,,,
N06AX01,oxitriptan,,,,
N06AX02,tryptophan,,,,
N06AX03,mianserin,60,mg,O,
N06AX04,nomifensine,0.15,g,O,
N06AX05,trazodone,0.3,g,O,
N06AX06,nefazodone,0.4,g,O,
N06AX07,minaprine,0.1,g,O,
N06AX08,bifemelane,,,,
N06AX09,viloxazine,0.2,g,O,
N06AX10,oxaflozane,,,,
N06AX11,mirtazapine,30,mg,O,
N06AX12,bupropion,0.3,g,O,
N06AX13,medifoxamine,,,,
N06AX14,tianeptine,37.5,mg,O,
N06AX15,pivagabine,,,,
N06AX16,venlafaxine,0.1,g,O,
N06AX17,milnacipran,0.1,g,O,
N06AX18,reboxetine,8,mg,O,
N06AX19,gepirone,,,,
N06AX21,duloxetine,60,mg,O,
N06AX22,agomelatine,25,mg,O,
N06AX23,desvenlafaxine,50,mg,O,
N06AX24,vilazodone,,,,
N06AX25,Hyperici herba,,,,
N06AX26,vortioxetine,10,mg,O,
N06AX27,esketamine,,,,
N06BA01,amfetamine,15,mg,O,
N06BA01,amfetamine,15,mg,P,
N06BA02,dexamfetamine,15,mg,O,
N06BA03,metamfetamine,15,mg,O,
N06BA04,methylphenidate,30,mg,O,
N06BA05,pemoline,40,mg,O,
N06BA06,fencamfamin,,,,
N06BA07,modafinil,0.3,g,O,
N06BA08,fenozolone,,,,
N06BA09,atomoxetine,80,mg,O,
N06BA10,fenetylline,,,,
N06BA11,dexmethylphenidate,15,mg,O,
N06BA12,lisdexamfetamine,30,mg,O,
N06BA13,armodafinil,0.15,g,O,
N06BA14,solriamfetol,,,,
N06BC01,caffeine,0.4,g,O,
N06BC01,caffeine,0.4,g,P,
N06BC02,propentofylline,,,,
N06BX01,meclofenoxate,,,,
N06BX02,pyritinol,0.6,g,O,
N06BX03,piracetam,2.4,g,O,
N06BX03,piracetam,6,g,P,
N06BX04,deanol,,,,
N06BX05,fipexide,,,,
N06BX06,citicoline,,,,
N06BX07,oxiracetam,,,,
N06BX08,pirisudanol,,,,
N06BX09,linopirdine,,,,
N06BX10,nizofenone,,,,
N06BX11,aniracetam,,,,
N06BX12,acetylcarnitine,,,,
N06BX13,idebenone,0.9,g,O,
N06BX14,prolintane,,,,
N06BX15,pipradrol,30,mg,O,
N06BX16,pramiracetam,,,,
N06BX17,adrafinil,,,,
N06BX18,vinpocetine,15,mg,O,
N06BX21,tetramethylglycoluril,,,,
N06BX22,phenibut,,,,
N06CA01,amitriptyline and psycholeptics,,,,
N06CA02,melitracen and psycholeptics,,,,
N06CA03,fluoxetine and psycholeptics,,,,
N06DA01,tacrine,0.12,g,O,
N06DA02,donepezil,7.5,mg,O,
N06DA03,rivastigmine,9,mg,O,
N06DA03,rivastigmine,9.5,mg,TD,delivered dose
N06DA04,galantamine,16,mg,O,
N06DA05,ipidacrine,,,,
N06DA52,donepezil and memantine,,,,
N06DA53,"donepezil, memantine and Ginkgo folium",,,,
N06DX01,memantine,20,mg,O,
N06DX02,Ginkgo folium,0.12,g,O,
N06DX30,combinations,,,,
N07AA01,neostigmine,60,mg,O,
N07AA01,neostigmine,2,mg,P,
N07AA02,pyridostigmine,0.18,g,O,
N07AA02,pyridostigmine,10,mg,P,
N07AA03,distigmine,5,mg,O,
N07AA03,distigmine,0.25,mg,P,
N07AA30,ambenonium,60,mg,O,
N07AA51,"neostigmine, combinations",,,,
N07AB01,carbachol,6,mg,O,
N07AB01,carbachol,0.5,mg,P,
N07AB02,bethanechol,45,mg,O,
N07AX01,pilocarpine,15,mg,O,
N07AX01,pilocarpine,10,mg,P,
N07AX02,choline alfoscerate,,,,
N07AX03,cevimeline,90,mg,O,
N07BA01,nicotine,30,mg,Chewing gum,
N07BA01,nicotine,60,mg,Inhal,
N07BA01,nicotine,30,mg,N,
N07BA01,nicotine,30,mg,SL,
N07BA01,nicotine,14,mg,TD,
N07BA03,varenicline,2,mg,O,
N07BA04,cytisine,,,,
N07BB01,disulfiram,0.2,g,O,
N07BB02,calcium carbimide,,,,
N07BB03,acamprosate,2,g,O,
N07BB04,naltrexone,50,mg,O,
N07BB05,nalmefene,18,mg,O,
N07BC01,buprenorphine,2.1,mg,P,
N07BC01,buprenorphine,8,mg,SL,
N07BC02,methadone,25,mg,O,
N07BC02,methadone,25,mg,P,
N07BC03,levacetylmethadol,,,,
N07BC04,lofexidine,1.4,mg,O,
N07BC05,levomethadone,15,mg,O,
N07BC06,diamorphine,,,,
N07BC51,"buprenorphine, combinations",8,mg,SL,Refers to buprenorphine
N07CA01,betahistine,24,mg,O,
N07CA02,cinnarizine,90,mg,O,
N07CA03,flunarizine,10,mg,O,
N07CA04,acetylleucine,,,,
N07CA52,"cinnarizine, combinations",90,mg,O,Refers to cinnarizine
N07XX01,tirilazad,0.42,g,P,
N07XX02,riluzole,0.1,g,O,
N07XX03,xaliproden,,,,
N07XX04,sodium oxybate,7.5,g,O,
N07XX05,amifampridine,40,mg,O,
N07XX06,tetrabenazine,0.1,g,O,
N07XX07,fampridine,20,mg,O,
N07XX08,tafamidis,20,mg,O,
N07XX10,laquinimod,,,,
N07XX11,pitolisant,18,mg,O,
N07XX12,patisiran,,,,
N07XX13,valbenazine,,,,
N07XX14,edaravone,,,,
N07XX15,inotersen,,,,
N07XX59,"dextromethorphan, combinations",40,mg,O,Refers to dextromethorphan
P01AA01,broxyquinoline,,,,
P01AA02,clioquinol,,,,
P01AA04,chlorquinaldol,,,,
P01AA05,tilbroquinol,,,,
P01AA52,"clioquinol, combinations",,,,
P01AB01,metronidazole,2,g,O,
P01AB01,metronidazole,2,g,R,
P01AB02,tinidazole,2,g,O,
P01AB02,tinidazole,2,g,R,
P01AB03,ornidazole,1.5,g,O,
P01AB04,azanidazole,,,,
P01AB05,propenidazole,,,,
P01AB06,nimorazole,2,g,O,
P01AB07,secnidazole,2,g,O,
P01AB51,"metronidazole, combinations",,,,
P01AC01,diloxanide,1.5,g,O,
P01AC02,clefamide,,,,
P01AC03,etofamide,,,,
P01AC04,teclozan,,,,
P01AR01,arsthinol,,,,
P01AR02,difetarsone,,,,
P01AR03,glycobiarsol,,,,
P01AR53,"glycobiarsol, combinations",,,,
P01AX01,chiniofon,,,,
P01AX02,emetine,60,mg,P,
P01AX04,phanquinone,,,,
P01AX05,mepacrine,0.3,g,O,
P01AX06,atovaquone,2.25,g,O,
P01AX07,trimetrexate,85,mg,P,
P01AX08,tenonitrozole,,,,
P01AX09,dehydroemetine,60,mg,P,
P01AX10,fumagillin,,,,
P01AX11,nitazoxanide,1,g,O,
P01AX52,"emetine, combinations",,,,
P01BA01,chloroquine,0.5,g,O,base
P01BA01,chloroquine,0.5,g,P,base
P01BA02,hydroxychloroquine,0.516,g,O,base
P01BA03,primaquine,15,mg,O,base
P01BA06,amodiaquine,0.5,g,O,
P01BA07,tafenoquine,,,,
P01BB01,proguanil,0.2,g,O,"""hydrochloride, (prophylactic daily dose)"""
P01BB02,cycloguanil embonate,,,,
P01BB51,"proguanil, combinations",,,,
P01BC01,quinine,1.5,g,O,base
P01BC01,quinine,1.5,g,P,base
P01BC02,mefloquine,1,g,O,base
P01BD01,pyrimethamine,75,mg,O,
P01BD51,"pyrimethamine, combinations",75,mg,O,Refers to pyrimethamine
P01BD51,"pyrimethamine, combinations",75,mg,P,Refers to pyrimethamine
P01BE01,artemisinin,1,g,O,
P01BE02,artemether,0.28,g,O,
P01BE02,artemether,0.12,g,P,
P01BE02,artemether,0.28,g,R,
P01BE03,artesunate,0.28,g,O,
P01BE03,artesunate,0.28,g,P,
P01BE03,artesunate,0.28,g,R,
P01BE04,artemotil,,,,
P01BE05,artenimol,0.28,g,O,
P01BF01,artemether and lumefantrine,0.28,g,O,Refers to arthemether
P01BF02,artesunate and mefloquine,,,,
P01BF03,artesunate and amodiaquine,,,,
P01BF04,"artesunate, sulfalene and pyrimethamine",,,,
P01BF05,artenimol and piperaquine,,,,
P01BF06,artesunate and pyronaridine,,,,
P01BX01,halofantrine,1.5,g,O,
P01BX02,arterolane and piperaquine,,,,
P01CA02,benznidazole,0.4,g,O,
P01CA03,fexinidazole,1.44,g,O,
P01CB01,meglumine antimonate,0.85,g,P,Sb5+
P01CB02,sodium stibogluconate,0.85,g,P,Sb5+
P01CC01,nifurtimox,0.7,g,O,
P01CC02,nitrofural,,,,
P01CD01,melarsoprol,60,mg,P,
P01CD02,acetarsol,,,,
P01CX01,pentamidine isethionate,0.28,g,P,per injection
P01CX02,suramin sodium,0.27,g,P,
P01CX03,eflornithine,,,,
P01CX04,miltefosine,,,,
P02BA01,praziquantel,3,g,O,
P02BA02,oxamniquine,1,g,O,
P02BB01,metrifonate,40,mg,O,
P02BX01,bithionol,,,,
P02BX02,niridazole,,,,
P02BX03,stibophen,,,,
P02BX04,triclabendazole,,,,
P02CA01,mebendazole,0.2,g,O,
P02CA02,tiabendazole,3,g,O,
P02CA03,albendazole,0.4,g,O,
P02CA04,ciclobendazole,,,,
P02CA05,flubendazole,0.2,g,O,
P02CA06,fenbendazole,,,,
P02CA51,"mebendazole, combinations",,,,
P02CB01,piperazine,3.5,g,O,as hydrate
P02CB02,diethylcarbamazine,0.4,g,O,
P02CC01,pyrantel,0.75,g,O,
P02CC02,oxantel,,,,
P02CE01,levamisole,0.15,g,O,
P02CF01,ivermectin,12,mg,O,
P02CX01,pyrvinium,0.35,g,O,
P02CX02,bephenium,,,,
P02CX03,moxidectin,,,,
P02DA01,niclosamide,2,g,O,
P02DX01,desaspidin,,,,
P02DX02,dichlorophen,,,,
P03AA01,dixanthogen,,,,
P03AA02,potassium polysulfide,,,,
P03AA03,mesulfen,,,,
P03AA04,disulfiram,,,,
P03AA05,thiram,,,,
P03AA54,"disulfiram, combinations",,,,
P03AB01,clofenotane,,,,
P03AB02,lindane,,,,
P03AB51,"clofenotane, combinations",,,,
P03AC01,pyrethrum,,,,
P03AC02,bioallethrin,,,,
P03AC03,phenothrin,,,,
P03AC04,permethrin,,,,
P03AC51,"pyrethrum, combinations",,,,
P03AC52,"bioallethrin, combinations",,,,
P03AC53,"phenothrin, combinations",,,,
P03AC54,"permethrin, combinations",,,,
P03AX01,benzyl benzoate,,,,
P03AX02,copper oleinate,,,,
P03AX03,malathion,,,,
P03AX04,quassia,,,,
P03AX05,dimeticone,,,,
P03AX06,benzyl alcohol,,,,
P03BA01,cyfluthrin,,,,
P03BA02,cypermethrin,,,,
P03BA03,decamethrin,,,,
P03BA04,tetramethrin,,,,
P03BX01,diethyltoluamide,,,,
P03BX02,dimethylphthalate,,,,
P03BX03,dibutylphthalate,,,,
P03BX04,dibutylsuccinate,,,,
P03BX05,dimethylcarbate,,,,
P03BX06,etohexadiol,,,,
R01AA02,cyclopentamine,,,,
R01AA03,ephedrine,8,mg,N,
R01AA04,phenylephrine,4,mg,N,
R01AA05,oxymetazoline,0.4,mg,N,
R01AA06,tetryzoline,0.8,mg,N,
R01AA07,xylometazoline,0.8,mg,N,
R01AA08,naphazoline,0.4,mg,N,
R01AA09,tramazoline,,,,
R01AA10,metizoline,,,,
R01AA11,tuaminoheptane,,,,
R01AA12,fenoxazoline,,,,
R01AA13,tymazoline,,,,
R01AA14,epinephrine,,,,
R01AA15,indanazoline,,,,
R01AB01,phenylephrine,,,,
R01AB02,naphazoline,,,,
R01AB03,tetryzoline,,,,
R01AB05,ephedrine,,,,
R01AB06,xylometazoline,,,,
R01AB07,oxymetazoline,,,,
R01AB08,tuaminoheptane,,,,
R01AC01,cromoglicic acid,40,mg,N,
R01AC02,levocabastine,0.6,mg,N,
R01AC03,azelastine,0.56,mg,N,
R01AC04,antazoline,,,,
R01AC05,spaglumic acid,,,,
R01AC06,thonzylamine,,,,
R01AC07,nedocromil,10.4,mg,N,
R01AC08,olopatadine,,,,
R01AC51,"cromoglicic acid, combinations",,,,
R01AD01,beclometasone,0.4,mg,N,
R01AD02,prednisolone,,,,
R01AD03,dexamethasone,,,,
R01AD04,flunisolide,0.15,mg,N,
R01AD05,budesonide,0.2,mg,N,
R01AD06,betamethasone,0.4,mg,N,
R01AD07,tixocortol,8,mg,N,
R01AD08,fluticasone,0.2,mg,N,
R01AD09,mometasone,0.2,mg,N,
R01AD11,triamcinolone,0.22,mg,N,
R01AD12,fluticasone furoate,0.11,mg,N,
R01AD13,ciclesonide,0.2,mg,N,
R01AD52,"prednisolone, combinations",,,,
R01AD53,"dexamethasone, combinations",,,,
R01AD57,"tixocortol, combinations",,,,
R01AD58,"fluticasone, combinations",,,,
R01AD59,"mometasone, combinations",,,,
R01AD60,"hydrocortisone, combinations",,,,
R01AX01,calcium hexamine thiocyanate,,,,
R01AX02,retinol,800,U,N,
R01AX03,ipratropium bromide,0.24,mg,N,
R01AX05,ritiometan,,,,
R01AX06,mupirocin,,,,
R01AX07,hexamidine,,,,
R01AX08,framycetin,,,,
R01AX09,hyaluronic acid,,,,
R01AX10,various,,,,
R01AX30,combinations,,,,
R01BA01,phenylpropanolamine,0.1,g,O,
R01BA02,pseudoephedrine,0.24,g,O,
R01BA03,phenylephrine,40,mg,O,
R01BA51,"phenylpropanolamine, combinations",0.1,g,O,Refers to phenylpropanolamine
R01BA52,"pseudoephedrine, combinations",0.24,g,O,Refers to pseudoephedrine
R01BA53,"phenylephrine, combinations",,,,
R02AA01,ambazone,40,mg,O,
R02AA02,dequalinium,1.5,mg,O,
R02AA03,dichlorobenzyl alcohol,,,,
R02AA05,chlorhexidine,30,mg,O,
R02AA06,cetylpyridinium,,,,
R02AA09,benzethonium,,,,
R02AA10,myristyl-benzalkonium,,,,
R02AA11,chlorquinaldol,,,,
R02AA12,hexylresorcinol,,,,
R02AA13,acriflavinium chloride,,,,
R02AA14,oxyquinoline,,,,
R02AA15,povidone-iodine,,,,
R02AA16,benzalkonium,,,,
R02AA17,cetrimonium,,,,
R02AA18,hexamidine,,,,
R02AA19,phenol,,,,
R02AA20,various,,,,
R02AA21,octenidine,,,,
R02AB01,neomycin,,,,
R02AB02,tyrothricin,,,,
R02AB03,fusafungine,,,,
R02AB04,bacitracin,,,,
R02AB30,gramicidin,,,,
R02AD01,benzocaine,,,,
R02AD02,lidocaine,,,,
R02AD03,cocaine,,,,
R02AD04,dyclonine,,,,
R02AX01,flurbiprofen,44,mg,O,
R02AX02,ibuprofen,,,,
R02AX03,benzydamine,9,mg,O,
R03AA01,epinephrine,2.24,mg,Inhal.aerosol,
R03AA01,epinephrine,20,mg,Inhal.solution,
R03AB02,isoprenaline,0.64,mg,Inhal.aerosol,
R03AB02,isoprenaline,10,mg,Inhal.solution,
R03AB03,orciprenaline,6,mg,Inhal.aerosol,
R03AC02,salbutamol,0.8,mg,Inhal.aerosol,
R03AC02,salbutamol,0.8,mg,Inhal.powder,
R03AC02,salbutamol,10,mg,Inhal.solution,
R03AC03,terbutaline,2,mg,Inhal.aerosol,
R03AC03,terbutaline,2,mg,Inhal.powder,
R03AC03,terbutaline,20,mg,Inhal.solution,
R03AC04,fenoterol,0.6,mg,Inhal.aerosol,
R03AC04,fenoterol,0.6,mg,Inhal.powder,
R03AC04,fenoterol,4,mg,Inhal.solution,
R03AC05,rimiterol,1.6,mg,Inhal.aerosol,
R03AC06,hexoprenaline,1.5,mg,Inhal.aerosol,
R03AC07,isoetarine,,,,
R03AC08,pirbuterol,1.2,mg,Inhal.aerosol,
R03AC09,tretoquinol,,,,
R03AC10,carbuterol,,,,
R03AC11,tulobuterol,1.6,mg,Inhal.aerosol,
R03AC12,salmeterol,0.1,mg,Inhal.aerosol,
R03AC12,salmeterol,0.1,mg,Inhal.powder,
R03AC13,formoterol,24,mcg,Inhal.aerosol,
R03AC13,formoterol,24,mcg,Inhal.powder,
R03AC14,clenbuterol,,,,
R03AC15,reproterol,,,,
R03AC16,procaterol,60,mcg,Inhal.aerosol,
R03AC17,bitolterol,,,,
R03AC18,indacaterol,0.15,mg,Inhal.powder,
R03AC19,olodaterol,5,mcg,Inhal.solution,
R03AK01,epinephrine and other drugs for obstructive airway diseases,,,,
R03AK02,isoprenaline and other drugs for obstructive airway diseases,,,,
R03AK04,salbutamol and sodium cromoglicate,,,,
R03AK05,reproterol and sodium cromoglicate,,,,
R03AK06,salmeterol and fluticasone,,,,
R03AK07,formoterol and budesonide,,,,
R03AK08,formoterol and beclometasone,,,,
R03AK09,formoterol and mometasone,,,,
R03AK10,vilanterol and fluticasone furoate,,,,
R03AK11,formoterol and fluticasone,,,,
R03AK12,salmeterol and budesonide,,,,
R03AK13,salbutamol and beclometasone,,,,
R03AK14,indacaterol and mometasone,,,,
R03AL01,fenoterol and ipratropium bromide,,,,
R03AL02,salbutamol and ipratropium bromide,,,,
R03AL03,vilanterol and umeclidinium bromide,,,,
R03AL04,indacaterol and glycopyrronium bromide,,,,
R03AL05,formoterol and aclidinium bromide,,,,
R03AL06,olodaterol and tiotropium bromide,,,,
R03AL07,formoterol and glycopyrronium bromide,,,,
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",,,,
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",,,,
R03AL10,formoterol and tiotropium bromide,,,,
R03AL11,"formoterol, glycopyrronium bromide and budesonide",,,,
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",,,,
R03BA01,beclometasone,0.8,mg,Inhal.aerosol,
R03BA01,beclometasone,0.8,mg,Inhal.powder,
R03BA01,beclometasone,1.5,mg,Inhal.solution,
R03BA02,budesonide,0.8,mg,Inhal.aerosol,
R03BA02,budesonide,0.8,mg,Inhal.powder,
R03BA02,budesonide,1.5,mg,Inhal.solution,
R03BA03,flunisolide,1,mg,Inhal.aerosol,
R03BA04,betamethasone,,,,
R03BA05,fluticasone,0.6,mg,Inhal.aerosol,
R03BA05,fluticasone,0.6,mg,Inhal.powder,
R03BA05,fluticasone,1.5,mg,Inhal.solution,
R03BA06,triamcinolone,,,,
R03BA07,mometasone,0.4,mg,Inhal.powder,
R03BA08,ciclesonide,0.16,mg,Inhal.aerosol,
R03BA09,fluticasone furoate,,,,
R03BB01,ipratropium bromide,0.12,mg,Inhal.aerosol,
R03BB01,ipratropium bromide,0.12,mg,Inhal.powder,
R03BB01,ipratropium bromide,0.3,mg,Inhal.solution,
R03BB02,oxitropium bromide,0.6,mg,Inhal.aerosol,
R03BB02,oxitropium bromide,4,mg,Inhal.solution,
R03BB03,stramoni preparations,,,,
R03BB04,tiotropium bromide,10,mcg,Inhal.powder,"""Expressed as tiotropium, delivered dose"""
R03BB04,tiotropium bromide,5,mcg,Inhal.solution,
R03BB05,aclidinium bromide,0.644,mg,Inhal.powder,"""Expressed as aclidinium, delivered dose"""
R03BB06,glycopyrronium bromide,44,mcg,Inhal.powder,"""Expressed as glycopyrronium, delivered dose"""
R03BB07,umeclidinium bromide,55,mcg,Inhal.powder,"""Expressed as umeclidinium, delivered dose"""
R03BB08,revefenacin,,,,
R03BB54,"tiotropium bromide, combinations",,,,
R03BC01,cromoglicic acid,40,mg,Inhal.aerosol,
R03BC01,cromoglicic acid,80,mg,Inhal.powder,
R03BC01,cromoglicic acid,80,mg,Inhal.solution,
R03BC03,nedocromil,8,mg,Inhal.aerosol,
R03BX01,fenspiride,,,,
R03CA02,ephedrine,50,mg,O,
R03CB01,isoprenaline,40,mg,O,
R03CB02,methoxyphenamine,0.4,g,O,
R03CB03,orciprenaline,60,mg,O,
R03CB03,orciprenaline,60,mg,P,
R03CB51,"isoprenaline, combinations",,,,
R03CB53,"orciprenaline, combinations",,,,
R03CC02,salbutamol,12,mg,O,
R03CC02,salbutamol,12,mg,P,
R03CC03,terbutaline,15,mg,O,
R03CC03,terbutaline,15,mg,P,
R03CC04,fenoterol,10,mg,O,
R03CC04,fenoterol,10,mg,R,
R03CC05,hexoprenaline,1.5,mg,O,
R03CC05,hexoprenaline,1.5,mg,P,
R03CC06,isoetarine,40,mg,O,
R03CC07,pirbuterol,30,mg,O,
R03CC08,procaterol,0.1,mg,O,
R03CC09,tretoquinol,9,mg,O,
R03CC09,tretoquinol,0.2,mg,P,
R03CC10,carbuterol,6,mg,O,
R03CC11,tulobuterol,4,mg,O,
R03CC12,bambuterol,20,mg,O,
R03CC13,clenbuterol,40,mcg,O,
R03CC14,reproterol,,,,
R03CC53,"terbutaline, combinations",,,,
R03CC63,clenbuterol and ambroxol,,,,
R03DA01,diprophylline,1,g,O,
R03DA01,diprophylline,1,g,P,
R03DA01,diprophylline,1,g,R,
R03DA02,choline theophyllinate,0.6,g,O,
R03DA02,choline theophyllinate,0.6,g,R,
R03DA03,proxyphylline,1.2,g,O,
R03DA03,proxyphylline,1.2,g,P,
R03DA03,proxyphylline,1.2,g,R,
R03DA04,theophylline,0.4,g,O,
R03DA04,theophylline,0.4,g,P,
R03DA04,theophylline,0.4,g,R,
R03DA05,aminophylline,0.6,g,O,
R03DA05,aminophylline,0.6,g,P,
R03DA05,aminophylline,0.6,g,R,
R03DA06,etamiphylline,,,,
R03DA07,theobromine,,,,
R03DA08,bamifylline,,,,
R03DA09,acefylline piperazine,,,,
R03DA10,bufylline,,,,
R03DA11,doxofylline,0.8,g,O,
R03DA11,doxofylline,0.8,g,P,
R03DA12,mepyramine theophyllinacetate,0.6,g,O,
R03DA20,combinations of xanthines,,,,
R03DA51,"diprophylline, combinations",,,,
R03DA54,"theophylline, combinations excl. psycholeptics",,,,
R03DA55,"aminophylline, combinations",,,,
R03DA57,"theobromine, combinations",,,,
R03DA74,"theophylline, combinations with psycholeptics",,,,
R03DB01,diprophylline and adrenergics,,,,
R03DB02,choline theophyllinate and adrenergics,,,,
R03DB03,proxyphylline and adrenergics,,,,
R03DB04,theophylline and adrenergics,,,,
R03DB05,aminophylline and adrenergics,,,,
R03DB06,etamiphylline and adrenergics,,,,
R03DC01,zafirlukast,40,mg,O,
R03DC02,pranlukast,,,,
R03DC03,montelukast,10,mg,O,
R03DC04,ibudilast,,,,
R03DC53,"montelukast, combinations",,,,
R03DX01,amlexanox,,,,
R03DX02,eprozinol,,,,
R03DX03,fenspiride,,,,
R03DX05,omalizumab,16,mg,P,
R03DX06,seratrodast,,,,
R03DX07,roflumilast,0.5,mg,O,
R03DX08,reslizumab,7.1,mg,P,
R03DX09,mepolizumab,3.6,mg,P,
R03DX10,benralizumab,0.54,mg,P,
R05CA01,tyloxapol,5,mg,Inhal.solution,
R05CA02,potassium iodide,1.2,g,O,
R05CA03,guaifenesin,0.9,g,O,
R05CA03,guaifenesin,0.9,g,P,
R05CA04,ipecacuanha,4,mg,O,emetine
R05CA05,althea root,1.6,g,O,root
R05CA06,senega,3,g,O,root
R05CA07,antimony pentasulfide,0.2,g,O,
R05CA08,creosote,,,,
R05CA09,guaiacolsulfonate,,,,
R05CA10,combinations,,,,
R05CA11,levoverbenone,,,,
R05CA12,Hederae helicis folium,,,,
R05CA13,cineole,,,,
R05CB01,acetylcysteine,1.6,g,Inhal.solution,
